Unit Cell,ID,Stiff material,Infill material,Unit cell width [mm],Unit cell height [mm],Out of plane thickness [mm],Strut thickness [mm],Fillet radius [mm],Interface length [mm],Upper strut length [mm],Lower strut length [mm]
Re-entrant,752,PLA,foamed elastomer,28.08112356,10,2.5,0.728182889,0.05,0.728182889,4.714521173,11.2205525
Re-entrant,753,PLA,none,28.08112356,10,2.5,0.728182889,0.05,0.728182889,4.714521173,11.2205525
Re-entrant,754,PLA,dense elastomer,41.63013388,10,2.5,0.43178879,0.05,0.43178879,6.296064018,11.11366316
Re-entrant,755,PLA,foamed elastomer,41.63013388,10,2.5,0.43178879,0.05,0.43178879,6.296064018,11.11366316
Re-entrant,756,PLA,none,41.63013388,10,2.5,0.43178879,0.05,0.43178879,6.296064018,11.11366316
Re-entrant,757,PLA,dense elastomer,11.46909528,10,2.5,1.068653377,0.05,1.068653377,3.686731552,4.106723746
Re-entrant,758,PLA,foamed elastomer,11.46909528,10,2.5,1.068653377,0.05,1.068653377,3.686731552,4.106723746
Re-entrant,759,PLA,none,11.46909528,10,2.5,1.068653377,0.05,1.068653377,3.686731552,4.106723746
Re-entrant,760,PLA,dense elastomer,38.67791507,10,2.5,0.931187002,0.05,0.931187002,5.714961924,6.372176299
Re-entrant,761,PLA,foamed elastomer,38.67791507,10,2.5,0.931187002,0.05,0.931187002,5.714961924,6.372176299
Re-entrant,762,PLA,none,38.67791507,10,2.5,0.931187002,0.05,0.931187002,5.714961924,6.372176299
Re-entrant,763,PLA,dense elastomer,49.57136615,10,2.5,1.223459991,0.05,1.223459991,7.456373902,17.3828051
Re-entrant,764,PLA,foamed elastomer,49.57136615,10,2.5,1.223459991,0.05,1.223459991,7.456373902,17.3828051
Re-entrant,765,PLA,none,49.57136615,10,2.5,1.223459991,0.05,1.223459991,7.456373902,17.3828051
Re-entrant,766,PLA,dense elastomer,36.00051517,10,2.5,0.486978614,0.05,0.486978614,14.69119795,12.25160096
Re-entrant,767,PLA,foamed elastomer,36.00051517,10,2.5,0.486978614,0.05,0.486978614,14.69119795,12.25160096
Re-entrant,768,PLA,none,36.00051517,10,2.5,0.486978614,0.05,0.486978614,14.69119795,12.25160096
Re-entrant,769,PLA,dense elastomer,46.46834938,10,2.5,1.099217981,0.05,1.099217981,19.02145832,16.98776578
Re-entrant,770,PLA,foamed elastomer,46.46834938,10,2.5,1.099217981,0.05,1.099217981,19.02145832,16.98776578
Re-entrant,771,PLA,none,46.46834938,10,2.5,1.099217981,0.05,1.099217981,19.02145832,16.98776578
Re-entrant,772,PLA,dense elastomer,29.64805129,10,2.5,0.564776852,0.05,0.564776852,11.88271683,8.048298478
Re-entrant,773,PLA,foamed elastomer,29.64805129,10,2.5,0.564776852,0.05,0.564776852,11.88271683,8.048298478
Re-entrant,774,PLA,none,29.64805129,10,2.5,0.564776852,0.05,0.564776852,11.88271683,8.048298478
Re-entrant,775,PLA,dense elastomer,19.07197107,10,2.5,1.037584619,0.05,1.037584619,5.620328531,4.896998198
Re-entrant,776,PLA,foamed elastomer,19.07197107,10,2.5,1.037584619,0.05,1.037584619,5.620328531,4.896998198
Re-entrant,777,PLA,none,19.07197107,10,2.5,1.037584619,0.05,1.037584619,5.620328531,4.896998198
Re-entrant,778,PLA,dense elastomer,39.0193892,10,2.5,0.518528674,0.05,0.518528674,13.7582533,15.82585029
Re-entrant,779,PLA,foamed elastomer,39.0193892,10,2.5,0.518528674,0.05,0.518528674,13.7582533,15.82585029
Re-entrant,780,PLA,none,39.0193892,10,2.5,0.518528674,0.05,0.518528674,13.7582533,15.82585029
Re-entrant,781,PLA,dense elastomer,40.55250405,10,2.5,0.719663464,0.05,0.719663464,15.17683417,9.967112082
Re-entrant,782,PLA,foamed elastomer,40.55250405,10,2.5,0.719663464,0.05,0.719663464,15.17683417,9.967112082
Re-entrant,783,PLA,none,40.55250405,10,2.5,0.719663464,0.05,0.719663464,15.17683417,9.967112082
Re-entrant,784,PLA,dense elastomer,30.05008567,10,2.5,0.600249965,0.05,0.600249965,5.817761243,7.288434131
Re-entrant,785,PLA,foamed elastomer,30.05008567,10,2.5,0.600249965,0.05,0.600249965,5.817761243,7.288434131
Re-entrant,786,PLA,none,30.05008567,10,2.5,0.600249965,0.05,0.600249965,5.817761243,7.288434131
Re-entrant,787,PLA,dense elastomer,10.99425205,10,2.5,1.132216876,0.05,1.132216876,2.743931897,1.729038961
Re-entrant,788,PLA,foamed elastomer,10.99425205,10,2.5,1.132216876,0.05,1.132216876,2.743931897,1.729038961
Re-entrant,789,PLA,none,10.99425205,10,2.5,1.132216876,0.05,1.132216876,2.743931897,1.729038961
Re-entrant,790,PLA,dense elastomer,41.30951648,10,2.5,0.763002551,0.05,0.763002551,13.37513368,14.76334359
Re-entrant,791,PLA,foamed elastomer,41.30951648,10,2.5,0.763002551,0.05,0.763002551,13.37513368,14.76334359
Re-entrant,792,PLA,none,41.30951648,10,2.5,0.763002551,0.05,0.763002551,13.37513368,14.76334359
Re-entrant,793,PLA,dense elastomer,29.23511594,10,2.5,0.424515197,0.05,0.424515197,12.36883156,9.873618258
Re-entrant,794,PLA,foamed elastomer,29.23511594,10,2.5,0.424515197,0.05,0.424515197,12.36883156,9.873618258
Re-entrant,795,PLA,none,29.23511594,10,2.5,0.424515197,0.05,0.424515197,12.36883156,9.873618258
Re-entrant,796,PLA,dense elastomer,49.88052684,10,2.5,0.952578073,0.05,0.952578073,14.85938683,16.31893915
Re-entrant,797,PLA,foamed elastomer,49.88052684,10,2.5,0.952578073,0.05,0.952578073,14.85938683,16.31893915
Re-entrant,798,PLA,none,49.88052684,10,2.5,0.952578073,0.05,0.952578073,14.85938683,16.31893915
Re-entrant,799,PLA,dense elastomer,47.55667697,10,2.5,0.776929292,0.05,0.776929292,10.21391805,8.482586377
Re-entrant,800,PLA,foamed elastomer,47.55667697,10,2.5,0.776929292,0.05,0.776929292,10.21391805,8.482586377
Re-entrant,801,PLA,none,47.55667697,10,2.5,0.776929292,0.05,0.776929292,10.21391805,8.482586377
Re-entrant,802,PLA,dense elastomer,17.42503721,10,2.5,0.588707995,0.05,0.588707995,3.698703724,5.422482685
Re-entrant,803,PLA,foamed elastomer,17.42503721,10,2.5,0.588707995,0.05,0.588707995,3.698703724,5.422482685
Re-entrant,804,PLA,none,17.42503721,10,2.5,0.588707995,0.05,0.588707995,3.698703724,5.422482685
Re-entrant,805,PLA,dense elastomer,40.17615228,10,2.5,0.900219467,0.05,0.900219467,9.500105867,9.653777862
Re-entrant,806,PLA,foamed elastomer,40.17615228,10,2.5,0.900219467,0.05,0.900219467,9.500105867,9.653777862
Re-entrant,807,PLA,none,40.17615228,10,2.5,0.900219467,0.05,0.900219467,9.500105867,9.653777862
Re-entrant,808,PLA,dense elastomer,20.95154615,10,2.5,1.010402114,0.05,1.010402114,4.363773222,7.697759045
Re-entrant,809,PLA,foamed elastomer,20.95154615,10,2.5,1.010402114,0.05,1.010402114,4.363773222,7.697759045
Re-entrant,810,PLA,none,20.95154615,10,2.5,1.010402114,0.05,1.010402114,4.363773222,7.697759045
Re-entrant,811,PLA,dense elastomer,45.67652396,10,2.5,1.200258448,0.05,1.200258448,18.5490735,7.929740199
Re-entrant,812,PLA,foamed elastomer,45.67652396,10,2.5,1.200258448,0.05,1.200258448,18.5490735,7.929740199
Re-entrant,813,PLA,none,45.67652396,10,2.5,1.200258448,0.05,1.200258448,18.5490735,7.929740199
Re-entrant,814,PLA,dense elastomer,24.45190865,10,2.5,0.408641224,0.05,0.408641224,9.533623325,9.837457697
Re-entrant,815,PLA,foamed elastomer,24.45190865,10,2.5,0.408641224,0.05,0.408641224,9.533623325,9.837457697
Re-entrant,816,PLA,none,24.45190865,10,2.5,0.408641224,0.05,0.408641224,9.533623325,9.837457697
Re-entrant,817,PLA,dense elastomer,46.37785952,10,2.5,0.532221678,0.05,0.532221678,11.3722272,9.431401091
Re-entrant,818,PLA,foamed elastomer,46.37785952,10,2.5,0.532221678,0.05,0.532221678,11.3722272,9.431401091
Re-entrant,819,PLA,none,46.37785952,10,2.5,0.532221678,0.05,0.532221678,11.3722272,9.431401091
Re-entrant,820,PLA,dense elastomer,46.81792979,10,2.5,0.583773949,0.05,0.583773949,8.485880651,15.21658664
Re-entrant,821,PLA,foamed elastomer,46.81792979,10,2.5,0.583773949,0.05,0.583773949,8.485880651,15.21658664
Re-entrant,822,PLA,none,46.81792979,10,2.5,0.583773949,0.05,0.583773949,8.485880651,15.21658664
Re-entrant,823,PLA,dense elastomer,35.73974202,10,2.5,0.399297411,0.05,0.399297411,7.960774233,12.42807071
Re-entrant,824,PLA,foamed elastomer,35.73974202,10,2.5,0.399297411,0.05,0.399297411,7.960774233,12.42807071
Re-entrant,825,PLA,none,35.73974202,10,2.5,0.399297411,0.05,0.399297411,7.960774233,12.42807071
Re-entrant,826,PLA,dense elastomer,28.65631737,10,2.5,0.746281732,0.05,0.746281732,6.97128766,4.398737915
Re-entrant,827,PLA,foamed elastomer,28.65631737,10,2.5,0.746281732,0.05,0.746281732,6.97128766,4.398737915
Re-entrant,828,PLA,none,28.65631737,10,2.5,0.746281732,0.05,0.746281732,6.97128766,4.398737915
Re-entrant,829,PLA,dense elastomer,23.93155434,10,2.5,1.077619305,0.05,1.077619305,8.739976914,3.015253293
Re-entrant,830,PLA,foamed elastomer,23.93155434,10,2.5,1.077619305,0.05,1.077619305,8.739976914,3.015253293
Re-entrant,831,PLA,none,23.93155434,10,2.5,1.077619305,0.05,1.077619305,8.739976914,3.015253293
Re-entrant,832,PLA,dense elastomer,22.97840278,10,2.5,0.840576902,0.05,0.840576902,2.923687304,7.25674256
Re-entrant,833,PLA,foamed elastomer,22.97840278,10,2.5,0.840576902,0.05,0.840576902,2.923687304,7.25674256
Re-entrant,834,PLA,none,22.97840278,10,2.5,0.840576902,0.05,0.840576902,2.923687304,7.25674256
Re-entrant,835,PLA,dense elastomer,42.77869717,10,2.5,1.244682655,0.05,1.244682655,10.01985379,14.82373698
Re-entrant,836,PLA,foamed elastomer,42.77869717,10,2.5,1.244682655,0.05,1.244682655,10.01985379,14.82373698
Re-entrant,837,PLA,none,42.77869717,10,2.5,1.244682655,0.05,1.244682655,10.01985379,14.82373698
Re-entrant,838,PLA,dense elastomer,11.79973845,10,2.5,0.980347795,0.05,0.980347795,2.846304147,2.524442813
Re-entrant,839,PLA,foamed elastomer,11.79973845,10,2.5,0.980347795,0.05,0.980347795,2.846304147,2.524442813
Re-entrant,840,PLA,none,11.79973845,10,2.5,0.980347795,0.05,0.980347795,2.846304147,2.524442813
Re-entrant,841,PLA,dense elastomer,47.90279609,10,2.5,0.873006918,0.05,0.873006918,19.91056384,18.3656928
Re-entrant,842,PLA,foamed elastomer,47.90279609,10,2.5,0.873006918,0.05,0.873006918,19.91056384,18.3656928
Re-entrant,843,PLA,none,47.90279609,10,2.5,0.873006918,0.05,0.873006918,19.91056384,18.3656928
Re-entrant,1001,PLA,foamed elastomer,30,10,2.5,4.5,0.05,4.5,12.75,12.75
Re-entrant,1002,PLA,foamed elastomer,30,10,2.5,6.5,0.05,6.5,12.75,12.75
Re-entrant,1003,PLA,foamed elastomer,30,10,2.5,2.5,0.05,2.5,12.75,12.75
Re-entrant,1004,PLA,foamed elastomer,30,10,2.5,5,0.05,5,12.75,12.75
